listing_link,listing_image,listing_price,listing_property_type,listing_location,listing_rooms,listing_size
https://www.tecnocasa.tn/vendre/villa/grand-tunis/la-soukra/59016.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",580 000 DT,Villa individuelle en vente,La Soukra - Soukra,260 m²,260 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/la-soukra/63098.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",380 000 DT,S+2 en vente,La Soukra - Chotrana,3 pièces,83 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/la-soukra/63514.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",265 000 DT,S+1 en vente,La Soukra - Chotrana,2 pièces,80 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/cite-el-khadra/59999.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",280 000 DT,S+3 en vente,"Cité El Khadra, Ave Mohamed Ali Akid - Cité Olympique",4 pièces,125 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/aouina/63478.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",230 000 DT,S+1 en vente,Aouina - Aouina 2,2 pièces,85 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/aouina/63592.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",365 000 DT,S+3 en vente,Aouina - Aouina 2,4 pièces,174 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/el-menzah/62586.html,https://cdn-media.medialabtc.it/tn/agencies/arcb2/estates/62586/images/356775/gallery_media.jpeg,360 000 DT,S+3 en vente,El Menzah - Menzah 9,135 m²,135 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/rades/63412.html,https://cdn-media.medialabtc.it/tn/agencies/turd1/estates/63412/images/364372/gallery_media.jpeg,280 000 DT,S+2 en vente,"Radés, Bloc D Résidence Les Flamants Roses - Rades Meliane",3 pièces,80 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/la-manouba/63396.html,https://cdn-media.medialabtc.it/tn/agencies/tucg3/estates/63396/images/365951/gallery_media.jpeg,100 000 DT,S+1 en vente,La Manouba - Manouba,2 pièces,59 m²
https://www.tecnocasa.tn/vendre/villa/grand-tunis/la-manouba/58482.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",640 000 DT,Maison jumelée en vente,La Manouba - Manouba,4 pièces,360 m²
